Emotions,Path
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_05/03-01-06-02-02-02-05.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_05/03-01-07-01-01-01-05.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_05/03-01-07-01-01-02-05.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_05/03-01-07-01-02-01-05.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_05/03-01-07-01-02-02-05.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_05/03-01-07-02-01-01-05.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_05/03-01-07-02-01-02-05.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_05/03-01-07-02-02-01-05.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_05/03-01-07-02-02-02-05.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_05/03-01-08-01-01-01-05.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_05/03-01-08-01-01-02-05.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_05/03-01-08-01-02-01-05.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_05/03-01-08-01-02-02-05.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_05/03-01-08-02-01-01-05.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_05/03-01-08-02-01-02-05.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_05/03-01-08-02-02-01-05.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_05/03-01-08-02-02-02-05.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-01-01-01-01-06.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-01-01-01-02-06.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-01-01-02-01-06.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-01-01-02-02-06.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-02-01-01-01-06.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-02-01-01-02-06.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-02-01-02-01-06.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-02-01-02-02-06.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-02-02-01-01-06.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-02-02-01-02-06.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-02-02-02-01-06.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-02-02-02-02-06.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-03-01-01-01-06.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-03-01-01-02-06.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-03-01-02-01-06.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-03-01-02-02-06.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-03-02-01-01-06.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-03-02-01-02-06.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-03-02-02-01-06.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-03-02-02-02-06.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-04-01-01-01-06.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-04-01-01-02-06.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-04-01-02-01-06.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-04-01-02-02-06.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-04-02-01-01-06.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-04-02-01-02-06.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-04-02-02-01-06.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-04-02-02-02-06.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-05-01-01-01-06.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-05-01-01-02-06.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-05-01-02-01-06.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-05-01-02-02-06.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-05-02-01-01-06.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-05-02-01-02-06.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-05-02-02-01-06.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-05-02-02-02-06.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-06-01-01-01-06.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-06-01-01-02-06.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-06-01-02-01-06.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-06-01-02-02-06.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-06-02-01-01-06.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-06-02-01-02-06.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-06-02-02-01-06.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-06-02-02-02-06.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-07-01-01-01-06.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-07-01-01-02-06.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-07-01-02-01-06.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-07-01-02-02-06.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-07-02-01-01-06.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-07-02-01-02-06.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-07-02-02-01-06.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-07-02-02-02-06.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-08-01-01-01-06.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-08-01-01-02-06.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-08-01-02-01-06.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-08-01-02-02-06.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-08-02-01-01-06.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-08-02-01-02-06.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-08-02-02-01-06.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_06/03-01-08-02-02-02-06.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-01-01-01-01-07.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-01-01-01-02-07.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-01-01-02-01-07.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-01-01-02-02-07.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-02-01-01-01-07.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-02-01-01-02-07.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-02-01-02-01-07.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-02-01-02-02-07.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-02-02-01-01-07.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-02-02-01-02-07.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-02-02-02-01-07.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-02-02-02-02-07.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-03-01-01-01-07.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-03-01-01-02-07.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-03-01-02-01-07.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-03-01-02-02-07.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-03-02-01-01-07.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-03-02-01-02-07.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-03-02-02-01-07.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-03-02-02-02-07.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-04-01-01-01-07.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-04-01-01-02-07.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-04-01-02-01-07.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-04-01-02-02-07.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-04-02-01-01-07.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-04-02-01-02-07.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-04-02-02-01-07.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-04-02-02-02-07.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-05-01-01-01-07.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-05-01-01-02-07.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-05-01-02-01-07.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-05-01-02-02-07.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-05-02-01-01-07.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-05-02-01-02-07.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-05-02-02-01-07.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-05-02-02-02-07.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-06-01-01-01-07.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-06-01-01-02-07.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-06-01-02-01-07.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-06-01-02-02-07.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-06-02-01-01-07.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-06-02-01-02-07.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-06-02-02-01-07.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-06-02-02-02-07.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-07-01-01-01-07.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-07-01-01-02-07.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-07-01-02-01-07.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-07-01-02-02-07.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-07-02-01-01-07.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-07-02-01-02-07.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-07-02-02-01-07.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-07-02-02-02-07.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-08-01-01-01-07.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-08-01-01-02-07.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-08-01-02-01-07.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-08-01-02-02-07.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-08-02-01-01-07.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-08-02-01-02-07.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-08-02-02-01-07.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_07/03-01-08-02-02-02-07.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-01-01-01-01-08.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-01-01-01-02-08.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-01-01-02-01-08.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-01-01-02-02-08.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-02-01-01-01-08.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-02-01-01-02-08.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-02-01-02-01-08.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-02-01-02-02-08.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-02-02-01-01-08.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-02-02-01-02-08.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-02-02-02-01-08.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-02-02-02-02-08.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-03-01-01-01-08.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-03-01-01-02-08.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-03-01-02-01-08.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-03-01-02-02-08.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-03-02-01-01-08.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-03-02-01-02-08.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-03-02-02-01-08.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-03-02-02-02-08.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-04-01-01-01-08.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-04-01-01-02-08.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-04-01-02-01-08.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-04-01-02-02-08.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-04-02-01-01-08.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-04-02-01-02-08.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-04-02-02-01-08.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-04-02-02-02-08.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-05-01-01-01-08.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-05-01-01-02-08.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-05-01-02-01-08.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-05-01-02-02-08.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-05-02-01-01-08.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-05-02-01-02-08.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-05-02-02-01-08.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-05-02-02-02-08.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-06-01-01-01-08.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-06-01-01-02-08.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-06-01-02-01-08.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-06-01-02-02-08.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-06-02-01-01-08.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-06-02-01-02-08.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-06-02-02-01-08.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-06-02-02-02-08.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-07-01-01-01-08.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-07-01-01-02-08.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-07-01-02-01-08.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-07-01-02-02-08.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-07-02-01-01-08.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-07-02-01-02-08.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-07-02-02-01-08.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-07-02-02-02-08.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-08-01-01-01-08.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-08-01-01-02-08.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-08-01-02-01-08.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-08-01-02-02-08.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-08-02-01-01-08.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-08-02-01-02-08.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-08-02-02-01-08.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_08/03-01-08-02-02-02-08.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-01-01-01-01-09.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-01-01-01-02-09.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-01-01-02-01-09.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-01-01-02-02-09.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-02-01-01-01-09.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-02-01-01-02-09.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-02-01-02-01-09.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-02-01-02-02-09.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-02-02-01-01-09.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-02-02-01-02-09.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-02-02-02-01-09.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-02-02-02-02-09.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-03-01-01-01-09.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-03-01-01-02-09.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-03-01-02-01-09.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-03-01-02-02-09.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-03-02-01-01-09.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-03-02-01-02-09.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-03-02-02-01-09.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-03-02-02-02-09.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-04-01-01-01-09.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-04-01-01-02-09.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-04-01-02-01-09.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-04-01-02-02-09.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-04-02-01-01-09.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-04-02-01-02-09.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-04-02-02-01-09.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-04-02-02-02-09.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-05-01-01-01-09.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-05-01-01-02-09.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-05-01-02-01-09.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-05-01-02-02-09.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-05-02-01-01-09.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-05-02-01-02-09.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-05-02-02-01-09.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-05-02-02-02-09.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-06-01-01-01-09.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-06-01-01-02-09.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-06-01-02-01-09.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-06-01-02-02-09.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-06-02-01-01-09.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-06-02-01-02-09.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-06-02-02-01-09.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-06-02-02-02-09.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-07-01-01-01-09.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-07-01-01-02-09.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-07-01-02-01-09.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-07-01-02-02-09.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-07-02-01-01-09.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-07-02-01-02-09.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-07-02-02-01-09.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-07-02-02-02-09.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-08-01-01-01-09.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-08-01-01-02-09.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-08-01-02-01-09.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-08-01-02-02-09.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-08-02-01-01-09.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-08-02-01-02-09.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-08-02-02-01-09.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_09/03-01-08-02-02-02-09.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-01-01-01-01-10.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-01-01-01-02-10.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-01-01-02-01-10.wav
neutral,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-01-01-02-02-10.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-02-01-01-01-10.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-02-01-01-02-10.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-02-01-02-01-10.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-02-01-02-02-10.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-02-02-01-01-10.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-02-02-01-02-10.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-02-02-02-01-10.wav
calm,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-02-02-02-02-10.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-03-01-01-01-10.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-03-01-01-02-10.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-03-01-02-01-10.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-03-01-02-02-10.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-03-02-01-01-10.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-03-02-01-02-10.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-03-02-02-01-10.wav
happy,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-03-02-02-02-10.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-04-01-01-01-10.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-04-01-01-02-10.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-04-01-02-01-10.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-04-01-02-02-10.wav
sad,C:\Users\jeeva\Music\audio_speech_actors/Actor_10/03-01-04-02-01-01-10.wav
